rebalance_date,objective,median,mad,success,nfev,message,turnover_to_previous,turnover_penalty,weight_sum,weight_max
2017-01-04,-0.0007666708413668612,0.0010087769061040129,0.004296379790327165,False,7776,Maximum number of iterations has been exceeded.,0.24210606473715168,0.001,0.9999999999999999,0.1
2017-02-03,-0.0010193900483139989,0.0010447036562734012,0.0038479287702559515,False,7776,Maximum number of iterations has been exceeded.,0.025313607959402407,0.001,1.0,0.1
2017-03-07,-0.0009410373097858644,0.0010079470502664823,0.00369594096471596,False,7776,Maximum number of iterations has been exceeded.,0.0669097404806179,0.001,1.0,0.1
2017-04-05,-0.001007874103191959,0.0010116288247850223,0.0035666444346506092,False,7776,Maximum number of iterations has been exceeded.,0.0037547215930631983,0.001,1.0,0.1
2017-05-05,-0.0008819296908286668,0.0008962815404209624,0.003406697911587381,False,7776,Maximum number of iterations has been exceeded.,0.014351849592295643,0.001,0.9999999999999999,0.1
2017-06-06,-0.0008819109643153062,0.000886259042098562,0.0033155538746025694,False,7776,Maximum number of iterations has been exceeded.,0.004348077783255796,0.001,0.9999999999999998,0.1
2017-07-06,-0.0007706022970646421,0.0007993332836815749,0.003059439696662331,False,7776,Maximum number of iterations has been exceeded.,0.028730986616932828,0.001,0.9999999999999999,0.1
2017-08-04,-0.000726506601095739,0.0007328533984919581,0.0030146407167926897,False,7776,Maximum number of iterations has been exceeded.,0.006346797396219073,0.001,0.9999999999999999,0.1
2017-09-05,-0.0006841556346768132,0.0008028352463627589,0.003023750229605607,False,7776,Maximum number of iterations has been exceeded.,0.11867961168594568,0.001,0.9999999999999999,0.1
2017-10-04,-0.0005922641958930469,0.0006599945667623284,0.002573606798726119,False,7776,Maximum number of iterations has been exceeded.,0.06773037086928146,0.001,1.0,0.1
2017-11-02,-0.0007069005287875898,0.0007199825877394964,0.002436088800218203,False,7776,Maximum number of iterations has been exceeded.,0.013082058951906624,0.001,1.0,0.1
2017-12-04,-0.0007538800950010324,0.000760450517084557,0.0022966687106867694,False,7776,Maximum number of iterations has been exceeded.,0.006570422083524589,0.001,1.0,0.1
2018-01-04,-0.0007413742408217762,0.0007453372197461744,0.0022511737123958814,False,7776,Maximum number of iterations has been exceeded.,0.0039629789243982305,0.001,1.0,0.1
2018-02-05,-0.0006201165404114381,0.0006953940907363668,0.002364417106440439,False,7776,Maximum number of iterations has been exceeded.,0.07527755032492861,0.001,1.0,0.1
2018-03-07,-0.0007483637213821415,0.0007650526591186376,0.0027558977690900852,False,7776,Maximum number of iterations has been exceeded.,0.01668893773649613,0.001,0.9999999999999999,0.1
2018-04-06,-0.0007278564896877114,0.0007946128780920348,0.0029440707315763477,False,7776,Maximum number of iterations has been exceeded.,0.06675638840432338,0.001,1.0,0.1
2018-05-07,-0.0008062382766816728,0.000888422174696788,0.002880944202955677,False,7776,Maximum number of iterations has been exceeded.,0.08218389801511514,0.001,1.0,0.1
2018-06-06,-0.0008238102454627399,0.0008480173844580301,0.002853956579602246,False,7776,Maximum number of iterations has been exceeded.,0.02420713899529023,0.001,1.0,0.1
2018-07-06,-0.0007951031035256139,0.0008069600134983185,0.002896115839364578,False,7776,Maximum number of iterations has been exceeded.,0.011856909972704582,0.001,0.9999999999999999,0.1
2018-08-06,-0.0006318416554857422,0.0006839670334994241,0.0028864930202427606,False,7776,Maximum number of iterations has been exceeded.,0.05212537801368189,0.001,1.0,0.1
2018-09-05,-0.0004919557773459553,0.0006739363945665152,0.0026691950846753354,False,7776,Maximum number of iterations has been exceeded.,0.18198061722055997,0.001,1.0,0.1
2018-10-04,-0.000581803435823093,0.0007991937254771936,0.0030576082480153746,False,7776,Maximum number of iterations has been exceeded.,0.21739028965410065,0.001,1.0,0.1
2018-11-02,-0.0007712856544407878,0.0007786756224639805,0.0034548831744609988,False,7776,Maximum number of iterations has been exceeded.,0.007389968023192639,0.001,1.0,0.1
2018-12-04,-0.0007618759801444052,0.0008013726610291247,0.0037201333123887737,False,7776,Maximum number of iterations has been exceeded.,0.03949668088471958,0.001,1.0,0.1
2019-01-07,-0.0005578150132339374,0.0006232227196606677,0.0043495539831720255,False,7776,Maximum number of iterations has been exceeded.,0.06540770642673033,0.001,1.0,0.1
2019-02-06,-0.0008258898772025678,0.0008672456307545981,0.004535334462940368,False,7776,Maximum number of iterations has been exceeded.,0.041355753552030264,0.001,1.0,0.1
2019-03-08,-0.0006374692263227088,0.0007442326863014693,0.0038002981424825814,False,7776,Maximum number of iterations has been exceeded.,0.10676345997876047,0.001,1.0,0.1
2019-04-08,-0.0007742214466205812,0.0008119313021169793,0.0036378351634462703,False,7776,Maximum number of iterations has been exceeded.,0.03770985549639812,0.001,1.0,0.1
2019-05-08,-0.0007164819877720082,0.000746577356066908,0.0036553810230756435,False,7776,Maximum number of iterations has been exceeded.,0.0300953682948997,0.001,1.0,0.1
