Método,TURNOVER_PENALTY,Equity final,Retorno total,CAGR,Vol anual,Sharpe,MaxDD,Turnover optimización total,Turnover optimización medio,Último MAD,Última suma pesos,Último peso máximo
Mediana+MAD DE turnover penalty 0.0005,0.0005,2.474005506677964,1.474005506677964,0.09357046871772368,0.10719618477785933,0.88828168936761,-0.2026034488726981,9.067494984511569,0.0824317725864688,0.0047021638699003224,1.0,0.1
Mediana+MAD DE turnover penalty 0.001,0.001,2.6118793862960885,1.6118793862960885,0.09944241274812105,0.10678255931672824,0.9414841641214556,-0.20068966003219013,6.549921348021356,0.059544739527466875,0.004825158776364264,1.0,0.1
Mediana+MAD DE turnover penalty 0.002,0.002,2.5946010259997196,1.5946010259997196,0.09872206878197942,0.11245471486835934,0.8937811595447753,-0.23383959520450526,3.879890769425528,0.035271734267504795,0.004399937845398104,1.0,0.1
