Método,TURNOVER_PENALTY,Equity final,Retorno total,CAGR,Vol anual,Sharpe,MaxDD,Turnover total,Turnover medio,Coste total
1/N,,2.496986633173933,1.496986633173933,0.0945693784543884,0.10839173873593866,0.8881616513563496,-0.22176095572450527,0.0,0.0,0.0
Markowitz CAP10 + costes,,2.3580100606770054,1.3580100606770054,0.08839721914496446,0.10134154174820613,0.8867948769637034,-0.21688828559405882,9.5770867504736,0.09208737260070768,0.009577086750473598
Mediana+MAD Random CAP10 + costes,,2.5469286368618445,1.5469286368618445,0.09671192486714375,0.10714082401955645,0.9154790692054179,-0.211772885842182,19.160939183164498,0.17419035621058637,0.0191609391831645
Mediana+MAD DE CAP10 + costes,0.0,2.551057735410686,1.5510577354106858,0.09688736697642963,0.10669566854615206,0.9203523369541254,-0.1985251203787053,16.903189767044836,0.15366536151858942,0.016903189767044836
Mediana+MAD DE + turnover penalty 0.0005,0.0005,2.451695653960479,1.451695653960479,0.09259270474921699,0.10719078391180283,0.8799733061665553,-0.2035766083451347,9.067494984511576,0.08243177258646887,0.009067494984511575
Mediana+MAD DE + turnover penalty 0.001,0.001,2.594838669285295,1.594838669285295,0.09873200554098238,0.10678080259817943,0.9354425805325445,-0.20139781285793046,6.549921348021362,0.05954473952746693,0.006549921348021363
Mediana+MAD DE + turnover penalty 0.002,0.002,2.58456301644806,1.58456301644806,0.09830159097272695,0.11245256404759399,0.8903912711033729,-0.2339075640815782,3.8798907694255322,0.03527173426750484,0.003879890769425533
