Date,DBC,EEM,GLD,HYG,IEF,IEFA,IWM,LQD,QQQ,SPY,TLT,VNQ
2016-01-05,-0.00980394408708074,0.002235828202066692,0.0028185529910356166,0.0018723033900864827,-0.00028350153255374266,-0.0016798208576984663,0.002181861417693609,0.0005271866486844523,-0.001735248199148165,0.0016907410833961745,-0.004034273397075627,0.019296901081481188
2016-01-06,-0.015993891313945685,-0.019120383740063418,0.014440762350867997,0.0,0.006037425979090738,-0.017573479807023173,-0.015238282054705898,0.003946593018457456,-0.009605629923904013,-0.01261418140058701,0.013475340139157854,-0.002740335215399625
2016-01-07,-0.004644107866721647,-0.030864421957054744,0.014139709399294764,-0.006478765011088461,0.002156431921843893,-0.01902936702849234,-0.02671087413479134,0.0007866887272500733,-0.03131339298561264,-0.023991620631270694,0.0017942602332907676,-0.019482756103496923
2016-01-08,-0.00466560080333589,-0.010727351225608417,-0.004427708091822691,-0.0026345287640772153,0.0025262878813829825,-0.012803185986025367,-0.01722320058744653,0.0007855031842654014,-0.00820076624648336,-0.010976709180527955,0.004478801182549841,-0.013373797963897704
2016-01-11,-0.02734366703677038,-0.00033903630262277495,-0.008894799760520211,-0.0015090128755365084,-0.0031731492135599337,0.0035370267441559022,-0.004333275041153661,-0.0032276692663321116,0.0030768587712044493,0.0009901448922970957,-0.01094374522118513,0.0056800262155056735
2016-01-12,-0.006425752661843198,0.002034181316476813,-0.005060137388834152,0.0010070377199487002,0.004493863673875831,0.004699683617525485,0.0029981031808470338,0.002275677005854959,0.01159760855342884,0.008068328983223072,0.014424950882341525,-0.0066752290607977605
2016-01-13,-0.005658816455187177,-0.010487272043053886,0.004893984653210337,-0.011071178204501209,0.003914783693804491,-0.016371143733492022,-0.03210875372993649,0.003055772239554333,-0.034489225643631105,-0.024940723018805455,0.009856832175584751,-0.014344702762977057
2016-01-14,0.0024390089562389416,0.012991467880311802,-0.016233809757639994,0.004452823141480433,-0.0020429713561765928,0.01248250926745098,0.013847309275032194,-0.004961694889789814,0.021295403284356196,0.016417050224414087,-0.00936062675284477,-0.0023603013429901454
2016-01-15,-0.02108692155811187,-0.03948723083371475,0.010289314914859515,-0.013172447183243507,0.004651444574284458,-0.035420648461229276,-0.016213157733035666,-0.0014870646968340173,-0.0310367253242676,-0.021466211983662498,0.015587235875227146,-0.006833868938457721
2016-01-19,-0.008284766125541965,0.014757684687113803,-0.000960784707550344,-0.003466211447242129,-0.001296028364824342,0.008723855359723975,-0.013483707107725174,-0.004468407242342987,0.0021815834949652224,0.0013310299852249408,-0.003101323931010702,0.0052932827048501885
2016-01-20,-0.007518843048462731,-0.021814346795135164,0.013367949074563512,-0.006697897005191411,0.004914572492928038,-0.024135198196753027,0.004151033388005043,0.0014962497988182388,-0.003067324568149732,-0.012814800717159347,0.010529363870641406,-0.026852477649079387
2016-01-21,0.01346792778782735,0.0038938830889416742,0.001138797703897687,0.006743061335516387,-0.0024914109224264402,0.007007403504245113,-0.0023187032075656644,-0.0029002071277483,0.0009923147712338487,0.005601933397253678,-0.006788982077207684,0.005545336449111815
2016-01-22,0.02990023822490917,0.03420311187265046,-0.004644969889963546,0.015327253328037305,-0.002219471963931019,0.02988137460226503,0.024456684885133084,0.0006173029177654055,0.028953894402745428,0.020514847154118332,-0.003814573271129773,0.027845453113129803
2016-01-25,-0.0217740588545019,-0.01704732490661298,0.010285731724330338,-0.009895220816075079,0.0033369670237513027,-0.013314605870141327,-0.02219609582925608,-0.0010569404116583803,-0.01484045327016037,-0.015116289068919153,0.005425418723502107,-0.0062819594669313306
2016-01-26,0.01978562327721689,0.014568033986435802,0.011406476843766722,0.008968825371473699,0.0007390329935197393,0.017723900894825784,0.019975805277169467,0.0028215217334024434,0.008999329766296027,0.013643113131730278,0.000475865604470771,0.020940080585510668
2016-01-27,0.012125944070776828,-0.003418871601427953,0.0037282274439893737,-0.0015240156284657136,0.0007381351053974416,-0.0065309177196640755,-0.013748694415250062,-0.002726191189043714,-0.02491504157384339,-0.010883219409569045,-0.000237779842922059,-0.019349942088528804
2016-01-28,0.011182220312949465,0.015780516721930704,-0.010678814187088714,0.005087309942047424,0.0012918612390080408,0.0033866010702561233,-0.0002008651661650207,0.0011469332732072512,0.014117981338264807,0.005209126330380842,0.0014283715259211238,-0.007629565332674004
2016-01-29,0.009478792069256725,0.03242140207681721,0.0038482826092700595,0.003290581709271434,0.005344652185142795,0.018066384001635294,0.03280222602620375,0.005195095204636679,0.02088256018724266,0.024377335900741537,0.008475660077974956,0.02054608371660871
2016-02-01,-0.018779399908663508,-0.00948614716729923,0.01028523735300313,-0.0059449255459790296,-0.0023040792085229356,-0.0005851553791655917,-0.004565340679269059,-0.003189353480306245,0.00268865570208332,-0.0003614299839304058,-0.0030609630309721414,0.0016885691482664278
